Recorded On,Activity Date,Start Time,Finish Time,Distance,Duration,Max Speed
2021-11-04 16:12:28,2021-11-04,16:12:28,16:26:04,4.409,816.0,30.25
2021-11-05 07:55:22,2021-11-05,07:55:22,08:04:24,2.311,542.0,28.22
2021-11-05 16:14:53,2021-11-05,16:14:53,16:18:43,0.787,230.0,27.56
2021-11-05 16:22:20,2021-11-05,16:22:20,16:26:28,0.872,248.0,23.97
2021-11-08 08:16:10,2021-11-08,08:16:10,08:26:01,2.288,591.0,25.59
2021-11-08 14:38:34,2021-11-08,14:38:34,15:01:31,7.998,1377.0,32.21
2021-11-09 08:05:09,2021-11-09,08:05:09,08:14:09,2.297,540.0,26.03
2021-11-09 17:22:46,2021-11-09,17:22:46,17:48:13,8.717,1527.0,36.44
2021-11-11 10:44:00,2021-11-11,10:44:00,10:56:17,3.484,737.0,31.96
2021-11-11 16:18:33,2021-11-11,16:18:33,16:46:36,8.122,1683.0,32.2
2021-11-12 09:28:13,2021-11-12,09:28:13,09:35:49,2.358,456.0,32.73
2021-11-12 14:03:10,2021-11-12,14:03:10,14:26:18,8.036,1388.0,38.79
2021-11-15 09:32:04,2021-11-15,09:32:04,09:41:23,2.432,559.0,32.38
2021-11-15 14:47:44,2021-11-15,14:47:44,15:04:38,5.456,1014.0,32.46
2021-11-16 12:19:17,2021-11-16,12:19:17,12:32:23,3.607,786.0,32.74
2021-11-18 15:49:25,2021-11-18,15:49:25,16:05:47,4.457,982.0,32.44
2021-11-18 16:20:39,2021-11-18,16:20:39,16:36:18,4.514,939.0,30.61
2021-11-22 08:12:15,2021-11-22,08:12:15,08:21:59,2.368,584.0,36.2
2021-11-22 13:27:56,2021-11-22,13:27:56,13:52:58,8.906,1502.0,34.23
2021-11-22 14:26:20,2021-11-22,14:26:20,14:36:12,2.761,592.0,32.43
2021-11-23 07:59:08,2021-11-23,07:59:08,08:07:09,2.25,481.0,32.81
2021-11-23 17:25:38,2021-11-23,17:25:38,17:33:46,2.313,488.0,30.9
2021-11-25 10:24:02,2021-11-25,10:24:02,10:36:00,3.366,718.0,29.64
2021-11-25 15:30:20,2021-11-25,15:30:20,15:51:34,6.675,1274.0,33.16
2021-11-29 09:27:12,2021-11-29,09:27:12,09:35:16,2.3,484.0,28.36
2021-11-29 15:16:18,2021-11-29,15:16:18,15:32:42,5.218,984.0,30.56
2021-11-30 12:21:56,2021-11-30,12:21:56,12:35:07,3.658,791.0,31.56
2021-11-30 17:13:32,2021-11-30,17:13:32,17:29:35,5.449,963.0,33.24
2021-12-02 09:28:16,2021-12-02,09:28:16,09:43:34,3.154,918.0,33.68
2021-12-02 16:43:13,2021-12-02,16:43:13,16:53:45,3.403,632.0,37.9
2021-12-03 07:47:13,2021-12-03,07:47:13,07:57:10,2.565,597.0,30.98
2021-12-03 16:26:52,2021-12-03,16:26:52,16:39:18,3.725,746.0,35.9
2021-12-06 08:13:05,2021-12-06,08:13:05,08:24:05,2.648,660.0,34.69
2021-12-06 13:29:46,2021-12-06,13:29:46,13:43:52,4.408,846.0,32.9
2021-12-07 07:59:37,2021-12-07,07:59:37,08:08:26,2.305,529.0,29.13
2021-12-07 16:43:09,2021-12-07,16:43:09,16:50:39,2.33,450.0,28.89
2021-12-09 10:04:39,2021-12-09,10:04:39,10:20:02,3.257,923.0,30.86
2021-12-09 15:35:16,2021-12-09,15:35:16,15:42:38,2.177,442.0,30.74
2021-12-09 16:21:39,2021-12-09,16:21:39,16:35:37,3.015,838.0,29.5
2021-12-10 09:25:56,2021-12-10,09:25:56,09:34:56,2.365,540.0,30.76
2021-12-10 14:21:04,2021-12-10,14:21:04,14:30:55,2.592,591.0,34.53
2021-12-10 14:36:40,2021-12-10,14:36:40,14:52:39,3.058,959.0,30.83
2021-12-10 15:25:47,2021-12-10,15:25:47,15:39:24,3.15,817.0,33.86
2021-12-13 09:36:21,2021-12-13,09:36:21,09:44:17,2.346,476.0,37.6
2021-12-13 14:08:27,2021-12-13,14:08:27,14:25:29,5.281,1022.0,33.9
2021-12-14 12:24:42,2021-12-14,12:24:42,12:34:37,3.276,595.0,29.27
2021-12-14 17:00:46,2021-12-14,17:00:46,17:09:35,2.355,529.0,28.7
2021-12-15 15:19:33,2021-12-15,15:19:33,15:46:14,3.6,1601.0,34.76
2021-12-15 16:03:35,2021-12-15,16:03:35,16:16:44,3.137,789.0,34.68
2021-12-16 09:32:08,2021-12-16,09:32:08,09:41:04,2.579,536.0,30.92
2021-12-16 15:58:04,2021-12-16,15:58:04,16:06:13,2.344,489.0,31.58
2022-01-01 14:29:36,2022-01-01,14:29:36,14:40:17,2.895,641.0,34.7
2022-01-01 15:17:47,2022-01-01,15:17:47,15:30:25,3.224,758.0,32.14
2022-01-07 09:20:50,2022-01-07,09:20:50,09:29:59,2.615,549.0,48.06
2022-01-07 14:56:29,2022-01-07,14:56:29,15:09:12,2.756,763.0,26.88
2022-01-10 09:49:42,2022-01-10,09:49:42,09:57:24,2.367,462.0,28.76
2022-01-10 14:11:44,2022-01-10,14:11:44,14:24:45,4.09,781.0,31.3
2022-01-11 12:15:04,2022-01-11,12:15:04,12:33:40,3.204,1116.0,36.35
2022-01-11 16:07:17,2022-01-11,16:07:17,16:17:01,2.66,584.0,33.44
2022-01-17 08:19:05,2022-01-17,08:19:05,08:29:16,2.298,611.0,28.09
2022-01-17 13:30:17,2022-01-17,13:30:17,13:37:48,2.341,451.0,31.26
2022-01-18 08:11:01,2022-01-18,08:11:01,08:23:42,2.523,761.0,27.04
2022-01-18 17:23:03,2022-01-18,17:23:03,17:31:12,2.364,489.0,31.89
2022-01-21 09:26:59,2022-01-21,09:26:59,09:42:10,3.17,911.0,57.04
2022-01-21 14:57:09,2022-01-21,14:57:09,15:06:42,2.484,573.0,33.53
2022-01-24 09:33:23,2022-01-24,09:33:23,09:41:11,2.442,468.0,39.2
2022-01-24 13:57:21,2022-01-24,13:57:21,14:07:31,2.645,610.0,32.79
2022-01-25 12:19:23,2022-01-25,12:19:23,12:28:05,2.335,522.0,27.97
2022-01-25 16:58:19,2022-01-25,16:58:19,17:07:17,2.391,538.0,30.37
2022-01-27 09:31:37,2022-01-27,09:31:37,09:38:59,2.316,442.0,34.61
2022-01-27 16:11:04,2022-01-27,16:11:04,16:20:40,2.374,576.0,29.67
2022-01-31 08:20:49,2022-01-31,08:20:49,08:29:22,2.304,513.0,28.67
2022-01-31 15:08:35,2022-01-31,15:08:35,15:18:53,2.734,618.0,34.54
2022-02-01 07:58:25,2022-02-01,07:58:25,08:06:35,2.306,490.0,34.92
2022-02-01 17:03:49,2022-02-01,17:03:49,17:13:00,2.509,551.0,32.18
2022-02-03 10:04:58,2022-02-03,10:04:58,10:12:24,2.399,446.0,29.78
2022-02-03 16:10:21,2022-02-03,16:10:21,16:18:34,2.353,493.0,30.96
2022-02-07 09:29:10,2022-02-07,09:29:10,09:37:34,2.385,504.0,30.16
2022-02-07 13:49:00,2022-02-07,13:49:00,14:07:18,4.101,1098.0,31.21
2022-02-08 12:11:21,2022-02-08,12:11:21,12:23:19,2.346,718.0,30.22
2022-02-08 17:09:21,2022-02-08,17:09:21,17:18:23,2.309,542.0,30.89
2022-02-11 08:02:11,2022-02-11,08:02:11,08:10:58,2.332,527.0,25.97
2022-02-11 16:26:45,2022-02-11,16:26:45,16:35:24,2.383,519.0,31.07
2022-02-21 08:25:04,2022-02-21,08:25:04,08:34:25,2.388,561.0,30.33
2022-02-21 13:47:02,2022-02-21,13:47:02,13:57:58,2.876,656.0,35.25
2022-02-24 16:38:57,2022-02-24,16:38:57,16:53:07,2.234,850.0,37.39
2022-02-28 09:37:31,2022-02-28,09:37:31,09:45:39,2.485,488.0,28.58
2022-02-28 15:19:48,2022-02-28,15:19:48,15:36:25,2.789,997.0,29.39
2022-03-07 08:20:56,2022-03-07,08:20:56,08:29:19,2.286,503.0,27.12
2022-03-07 14:16:45,2022-03-07,14:16:45,14:26:57,2.856,612.0,33.8
2022-03-08 08:06:42,2022-03-08,08:06:42,08:14:53,2.304,491.0,27.66
2022-03-08 18:06:04,2022-03-08,18:06:04,18:13:51,2.294,467.0,31.58
2022-03-10 10:24:12,2022-03-10,10:24:12,10:31:52,2.375,460.0,31.12
2022-03-10 16:23:56,2022-03-10,16:23:56,16:36:27,3.899,751.0,38.56
2022-03-11 09:26:37,2022-03-11,09:26:37,09:34:34,2.283,477.0,25.42
2022-03-11 10:49:22,2022-03-11,10:49:22,10:56:18,2.18,416.0,29.85
2022-03-11 11:06:18,2022-03-11,11:06:18,11:13:50,2.229,452.0,27.6
2022-03-11 15:24:47,2022-03-11,15:24:47,15:32:15,2.441,448.0,44.34
2022-03-14 09:18:58,2022-03-14,09:18:58,09:26:57,2.32,479.0,27.75
2022-03-14 16:38:40,2022-03-14,16:38:40,16:45:48,2.202,428.0,31.87
2022-03-18 08:06:38,2022-03-18,08:06:38,08:17:25,2.478,647.0,27.39
2022-03-18 16:25:24,2022-03-18,16:25:24,16:35:10,2.706,586.0,35.83
2022-03-21 08:15:49,2022-03-21,08:15:49,08:25:07,2.246,558.0,26.27
2022-03-21 14:43:04,2022-03-21,14:43:04,14:43:05,0.01,1.0,0.0
2022-03-22 08:16:41,2022-03-22,08:16:41,08:25:11,2.268,510.0,26.22
2022-03-22 17:19:45,2022-03-22,17:19:45,17:27:52,2.369,487.0,34.02
2022-03-24 10:34:29,2022-03-24,10:34:29,10:44:20,2.401,591.0,26.52
2022-03-24 15:30:13,2022-03-24,15:30:13,15:40:26,2.852,613.0,36.08
2022-03-25 09:27:57,2022-03-25,09:27:57,09:36:43,2.319,526.0,31.09
2022-03-25 15:26:15,2022-03-25,15:26:15,15:33:37,2.377,442.0,33.4
2022-03-28 08:31:47,2022-03-28,08:31:47,08:40:17,2.298,510.0,27.29
2022-03-28 12:46:08,2022-03-28,12:46:08,12:55:33,2.623,565.0,34.85
2022-03-29 11:33:30,2022-03-29,11:33:30,11:43:21,2.646,591.0,28.2
2022-03-29 16:14:03,2022-03-29,16:14:03,16:21:03,2.291,420.0,32.3
2022-04-14 14:44:58,2022-04-14,14:44:58,15:14:24,4.786,1766.0,30.3
2022-04-16 15:01:06,2022-04-16,15:01:06,15:23:26,4.089,1340.0,35.93
2022-04-20 15:06:55,2022-04-20,15:06:55,15:28:59,2.153,1324.0,37.64
2022-04-22 08:16:13,2022-04-22,08:16:13,08:24:47,2.254,514.0,25.44
2022-04-22 14:39:18,2022-04-22,14:39:18,14:50:50,3.032,692.0,45.02
2022-05-03 07:04:59,2022-05-03,07:04:59,07:15:51,2.342,652.0,28.98
2022-05-03 16:03:30,2022-05-03,16:03:30,16:26:02,2.431,1352.0,41.88
2022-05-06 08:17:24,2022-05-06,08:17:24,08:25:04,2.255,460.0,29.19
2022-05-06 13:13:30,2022-05-06,13:13:30,13:27:18,3.307,828.0,38.05
2022-05-07 18:12:35,2022-05-07,18:12:35,18:19:40,2.493,425.0,33.35
2022-05-07 18:24:39,2022-05-07,18:24:39,18:33:33,2.259,534.0,25.44
2022-05-09 08:24:18,2022-05-09,08:24:18,08:32:58,2.277,520.0,26.33
2022-05-09 11:51:11,2022-05-09,11:51:11,11:59:39,2.384,508.0,29.83
2022-05-10 11:02:56,2022-05-10,11:02:56,11:25:00,3.864,1324.0,28.07
2022-05-10 15:59:08,2022-05-10,15:59:08,16:07:20,2.346,492.0,28.65
2022-05-12 15:04:51,2022-05-12,15:04:51,15:15:46,2.606,655.0,33.27
2022-05-13 07:04:13,2022-05-13,07:04:13,07:12:22,2.299,489.0,31.93
2022-05-13 15:18:21,2022-05-13,15:18:21,15:27:15,2.576,534.0,31.16
2022-05-16 08:21:46,2022-05-16,08:21:46,08:35:07,3.109,801.0,29.6
2022-05-16 11:46:48,2022-05-16,11:46:48,12:03:21,3.927,993.0,33.93
2022-05-17 07:05:59,2022-05-17,07:05:59,07:14:13,2.305,494.0,27.57
2022-05-17 15:18:42,2022-05-17,15:18:42,15:26:24,2.4,462.0,28.63
2022-05-18 14:22:03,2022-05-18,14:22:03,15:20:56,2.935,3533.0,36.63
2022-05-18 15:21:06,2022-05-18,15:21:06,15:53:30,2.941,1944.0,30.62
2022-05-19 09:42:53,2022-05-19,09:42:53,09:49:38,2.33,405.0,30.44
2022-05-19 14:22:53,2022-05-19,14:22:53,14:30:13,2.292,440.0,30.19
2022-05-23 08:20:03,2022-05-23,08:20:03,08:26:46,2.292,403.0,35.07
2022-05-23 12:59:16,2022-05-23,12:59:16,13:06:24,2.247,428.0,30.09
2022-05-27 07:16:04,2022-05-27,07:16:04,07:23:59,2.267,475.0,28.31
2022-05-27 15:10:21,2022-05-27,15:10:21,15:24:25,3.205,844.0,34.88
2022-05-27 18:22:38,2022-05-27,18:22:38,18:34:00,2.613,682.0,31.54
2022-06-04 19:52:39,2022-06-04,19:52:39,20:17:37,4.565,1498.0,36.67
2022-06-06 21:39:44,2022-06-06,21:39:44,21:55:58,4.839,974.0,36.46
2022-06-20 07:26:20,2022-06-20,07:26:20,07:35:08,2.308,528.0,27.75
2022-06-20 11:45:37,2022-06-20,11:45:37,11:54:47,2.646,550.0,36.02
2022-06-21 10:22:02,2022-06-21,10:22:02,10:29:52,2.202,470.0,29.04
2022-06-21 15:25:27,2022-06-21,15:25:27,15:34:33,2.627,546.0,32.44
2022-06-21 19:19:16,2022-06-21,19:19:16,19:39:45,4.767,1229.0,38.99
2022-06-23 09:47:17,2022-06-23,09:47:17,09:54:39,2.464,442.0,35.33
2022-06-23 15:21:09,2022-06-23,15:21:09,15:44:43,4.8,1414.0,36.45
2022-06-23 15:51:54,2022-06-23,15:51:54,16:07:00,3.05,906.0,26.68
2022-06-30 08:36:50,2022-06-30,08:36:50,08:46:37,2.751,587.0,37.13
2022-06-30 15:13:43,2022-06-30,15:13:43,15:29:52,3.656,969.0,30.69
2022-07-01 07:15:34,2022-07-01,07:15:34,07:23:49,2.331,495.0,30.32
2022-07-01 14:08:08,2022-07-01,14:08:08,14:15:45,2.383,457.0,28.55
2022-07-04 07:23:58,2022-07-04,07:23:58,07:33:07,2.387,549.0,32.14
2022-07-04 11:35:40,2022-07-04,11:35:40,11:44:11,2.416,511.0,31.12
2022-07-05 07:30:47,2022-07-05,07:30:47,07:38:57,2.389,490.0,28.96
2022-07-05 16:03:37,2022-07-05,16:03:37,16:14:26,2.867,649.0,33.5
2022-07-26 15:45:47,2022-07-26,15:45:47,15:58:02,3.259,735.0,29.91
2022-07-26 16:00:07,2022-07-26,16:00:07,16:09:20,2.582,553.0,34.45
2022-07-29 12:30:24,2022-07-29,12:30:24,12:50:44,4.985,1220.0,185.78
2022-07-31 19:23:20,2022-07-31,19:23:20,19:41:07,5.038,1067.0,34.63
2022-08-01 22:19:38,2022-08-01,22:19:38,22:35:04,5.29,926.0,33.28
2022-08-02 21:24:38,2022-08-02,21:24:38,21:49:58,5.367,1520.0,35.24
2022-08-13 18:57:52,2022-08-13,18:57:52,19:08:51,3.266,659.0,29.71
2022-08-13 19:21:33,2022-08-13,19:21:33,19:30:27,3.202,534.0,34.67
2022-08-14 20:44:30,2022-08-14,20:44:30,20:56:23,4.451,713.0,34.54
2022-08-16 15:00:35,2022-08-16,15:00:35,15:23:57,2.332,1402.0,26.28
2022-08-30 19:41:44,2022-08-30,19:41:44,20:07:25,8.062,1541.0,31.61
2022-09-04 16:09:12,2022-09-04,16:09:12,16:22:24,2.62,792.0,28.7
2022-09-07 15:23:55,2022-09-07,15:23:55,15:34:49,2.816,654.0,35.95
2022-09-07 16:13:07,2022-09-07,16:13:07,16:30:37,3.327,1050.0,38.09
2022-09-10 14:11:57,2022-09-10,14:11:57,14:54:28,4.257,2551.0,50.51
2022-09-19 14:29:46,2022-09-19,14:29:46,14:57:45,6.869,1679.0,35.36
2022-09-22 08:09:48,2022-09-22,08:09:48,08:17:48,2.216,480.0,28.12
2022-09-22 12:27:58,2022-09-22,12:27:58,12:37:03,2.583,545.0,32.83
2022-09-27 07:30:13,2022-09-27,07:30:13,07:55:05,2.419,1492.0,32.22
2022-09-27 09:31:44,2022-09-27,09:31:44,09:41:11,2.367,567.0,29.85
2022-10-04 09:30:33,2022-10-04,09:30:33,09:38:30,2.297,477.0,32.19
2022-10-04 14:07:28,2022-10-04,14:07:28,14:19:59,3.521,751.0,33.96
2022-10-05 19:00:20,2022-10-05,19:00:20,19:29:16,4.793,1736.0,34.11
2022-10-06 08:27:02,2022-10-06,08:27:02,08:35:19,2.342,497.0,29.21
2022-10-06 12:05:43,2022-10-06,12:05:43,12:27:09,3.274,1286.0,27.85
2022-10-17 13:24:03,2022-10-17,13:24:03,21:05:58,2.196,27715.0,29.36
2022-10-17 21:06:23,2022-10-17,21:06:23,21:15:42,1.777,559.0,29.38
2022-10-19 12:25:07,2022-10-19,12:25:07,12:46:17,1.893,1270.0,30.61
2022-10-22 14:31:02,2022-10-22,14:31:02,14:44:42,1.955,820.0,30.31
2022-10-25 15:02:38,2022-10-25,15:02:38,15:21:19,2.314,1121.0,41.75
2022-10-25 21:39:14,2022-10-25,21:39:14,21:42:57,0.876,223.0,29.83
2022-10-28 13:38:34,2022-10-28,13:38:34,13:42:52,0.779,258.0,20.38
2022-10-31 08:10:29,2022-10-31,08:10:29,09:00:27,3.28,2998.0,76.2
2022-11-07 08:07:14,2022-11-07,08:07:14,08:17:30,2.211,616.0,43.24
2022-11-08 08:25:34,2022-11-08,08:25:34,08:34:54,2.25,560.0,35.78
2022-11-08 12:16:04,2022-11-08,12:16:04,12:25:05,2.268,541.0,25.68
2022-11-10 08:19:41,2022-11-10,08:19:41,08:30:11,2.268,630.0,30.11
2022-11-10 15:18:44,2022-11-10,15:18:44,15:32:32,2.305,828.0,28.05
2022-11-10 20:19:46,2022-11-10,20:19:46,20:39:59,2.161,1213.0,27.28
2022-11-11 08:26:24,2022-11-11,08:26:24,08:34:09,2.216,465.0,30.36
2022-11-11 14:09:38,2022-11-11,14:09:38,14:17:14,2.241,456.0,30.89
2022-11-12 20:35:56,2022-11-12,20:35:56,20:49:43,3.177,827.0,108.47
2022-11-14 08:15:02,2022-11-14,08:15:02,08:23:47,2.186,525.0,34.85
2022-11-14 17:26:29,2022-11-14,17:26:29,17:35:25,2.295,536.0,29.91
2022-11-18 10:51:05,2022-11-18,10:51:05,10:58:39,2.227,454.0,37.15
2022-11-18 16:08:02,2022-11-18,16:08:02,16:17:00,2.711,538.0,33.85
2022-11-18 19:28:44,2022-11-18,19:28:44,19:34:15,1.519,331.0,74.36
2022-11-18 19:36:22,2022-11-18,19:36:22,19:44:37,1.709,495.0,25.19
2022-11-19 16:51:16,2022-11-19,16:51:16,17:09:46,3.229,1110.0,47.13
2022-11-19 17:24:03,2022-11-19,17:24:03,17:39:05,3.761,902.0,32.36
2022-11-23 15:06:52,2022-11-23,15:06:52,15:57:57,3.54,3065.0,28.34
2022-11-25 08:29:33,2022-11-25,08:29:33,08:38:54,2.256,561.0,33.58
2022-11-25 14:46:18,2022-11-25,14:46:18,14:58:45,2.448,747.0,28.0
2023-02-28 10:48:22,2023-02-28,10:48:22,10:58:58,2.264,636.0,25.59
2023-03-31 13:12:11,2023-03-31,13:12:11,13:20:46,2.049,515.0,29.6
2023-03-31 13:28:39,2023-03-31,13:28:39,13:38:50,2.137,611.0,26.02
2023-04-01 12:56:46,2023-04-01,12:56:46,13:04:32,1.388,466.0,29.1
2023-04-18 07:17:51,2023-04-18,07:17:51,07:45:24,2.621,1653.0,26.65
2023-04-18 11:15:54,2023-04-18,11:15:54,11:23:31,2.258,457.0,34.21
2023-04-25 14:25:20,2023-04-25,14:25:20,14:33:29,2.296,489.0,28.69
2023-04-28 09:36:42,2023-04-28,09:36:42,09:44:49,2.273,487.0,34.19
2023-04-28 15:12:55,2023-04-28,15:12:55,15:23:07,2.641,612.0,35.76
2023-05-16 07:10:54,2023-05-16,07:10:54,07:21:39,2.219,645.0,46.9
2023-05-18 07:18:55,2023-05-18,07:18:55,07:28:15,2.23,560.0,44.84
2023-05-18 13:30:34,2023-05-18,13:30:34,13:40:56,2.627,622.0,35.38
2023-06-09 12:19:22,2023-06-09,12:19:22,12:30:02,2.672,640.0,28.68
2023-06-12 07:15:50,2023-06-12,07:15:50,07:25:11,2.452,561.0,40.2
2023-06-12 15:46:42,2023-06-12,15:46:42,15:54:45,2.259,483.0,27.28
2023-06-13 09:34:53,2023-06-13,09:34:53,09:44:22,2.341,569.0,28.14
2023-06-13 15:10:24,2023-06-13,15:10:24,15:26:39,2.64,975.0,28.03
2023-06-15 08:18:28,2023-06-15,08:18:28,08:27:47,2.232,559.0,27.83
2023-06-15 12:37:27,2023-06-15,12:37:27,12:47:05,2.301,578.0,28.36
2023-06-16 09:30:05,2023-06-16,09:30:05,09:39:48,2.287,583.0,38.71
2023-06-16 15:23:54,2023-06-16,15:23:54,15:31:41,2.264,467.0,30.57
2023-06-19 07:05:52,2023-06-19,07:05:52,07:15:30,2.219,578.0,41.69
2023-06-19 15:05:35,2023-06-19,15:05:35,15:23:36,3.632,1081.0,26.96
2023-06-22 06:45:28,2023-06-22,06:45:28,06:56:17,2.192,649.0,27.58
2023-06-22 14:28:20,2023-06-22,14:28:20,14:38:08,2.608,588.0,32.77
2023-06-23 07:20:22,2023-06-23,07:20:22,07:29:15,2.271,533.0,69.44
2023-06-23 14:41:18,2023-06-23,14:41:18,14:50:26,2.594,548.0,36.53
2023-06-24 10:55:46,2023-06-24,10:55:46,11:12:06,1.525,980.0,29.69
2023-06-24 14:27:30,2023-06-24,14:27:30,14:36:17,2.667,527.0,29.98
2023-06-24 15:06:37,2023-06-24,15:06:37,15:18:23,3.143,706.0,37.4
2023-06-25 14:16:47,2023-06-25,14:16:47,14:23:47,2.262,420.0,35.98
2023-06-25 14:33:01,2023-06-25,14:33:01,14:41:50,2.265,529.0,24.86
2023-06-26 07:06:28,2023-06-26,07:06:28,07:16:21,2.204,593.0,26.05
2023-06-26 14:58:56,2023-06-26,14:58:56,15:09:25,2.625,629.0,32.2
2023-06-27 08:49:30,2023-06-27,08:49:30,08:59:01,2.601,571.0,35.72
2023-06-27 09:10:47,2023-06-27,09:10:47,09:26:24,4.717,937.0,36.45
2023-06-27 14:06:20,2023-06-27,14:06:20,14:15:39,2.664,559.0,30.32
2023-06-28 21:03:20,2023-06-28,21:03:20,21:36:11,9.499,1971.0,35.04
2023-06-29 08:23:51,2023-06-29,08:23:51,08:38:39,2.585,888.0,28.49
2023-06-29 13:30:46,2023-06-29,13:30:46,13:46:43,5.213,957.0,32.06
2023-06-30 09:40:08,2023-06-30,09:40:08,09:49:59,2.375,591.0,32.28
2023-06-30 15:11:21,2023-06-30,15:11:21,15:26:07,4.299,886.0,39.29
2023-06-30 21:55:27,2023-06-30,21:55:27,22:18:15,8.195,1368.0,40.12
2023-07-02 21:43:02,2023-07-02,21:43:02,22:06:38,9.134,1416.0,35.29
2023-07-03 07:09:05,2023-07-03,07:09:05,07:18:48,2.216,583.0,32.36
2023-07-03 14:50:29,2023-07-03,14:50:29,15:04:36,4.206,847.0,34.11
2023-07-03 15:33:27,2023-07-03,15:33:27,15:44:26,2.833,659.0,30.61
2023-07-04 07:14:44,2023-07-04,07:14:44,07:23:19,2.185,515.0,30.28
2023-07-04 13:13:57,2023-07-04,13:13:57,13:23:56,2.64,599.0,31.18
2023-07-05 19:28:35,2023-07-05,19:28:35,19:56:10,10.518,1655.0,33.55
2023-07-06 07:21:49,2023-07-06,07:21:49,07:31:17,2.24,568.0,28.89
2023-07-06 15:06:13,2023-07-06,15:06:13,15:16:18,2.579,605.0,31.4
2023-07-06 20:48:42,2023-07-06,20:48:42,21:17:46,5.325,1744.0,42.14
2023-07-07 07:22:24,2023-07-07,07:22:24,07:30:50,2.228,506.0,25.53
2023-07-07 13:56:48,2023-07-07,13:56:48,14:04:56,2.255,488.0,27.98
2023-07-10 14:22:36,2023-07-10,14:22:36,14:44:15,6.874,1299.0,47.26
2023-07-11 19:24:08,2023-07-11,19:24:08,19:36:47,3.388,759.0,29.13
2023-07-11 19:46:12,2023-07-11,19:46:12,19:58:11,3.617,719.0,34.73
2023-07-12 21:35:36,2023-07-12,21:35:36,22:05:27,11.039,1791.0,33.5
2023-07-13 20:31:46,2023-07-13,20:31:46,21:01:57,11.503,1811.0,40.39
2023-07-14 12:31:39,2023-07-14,12:31:39,12:40:28,2.368,529.0,26.15
2023-07-14 12:51:00,2023-07-14,12:51:00,13:07:29,3.112,989.0,29.94
2023-07-14 20:06:17,2023-07-14,20:06:17,20:11:02,1.017,285.0,31.27
2023-07-14 20:21:17,2023-07-14,20:21:17,20:48:47,9.658,1650.0,32.43
2023-07-15 20:24:54,2023-07-15,20:24:54,20:51:19,9.43,1585.0,32.86
2023-07-16 15:48:21,2023-07-16,15:48:21,15:59:25,2.854,664.0,42.46
2023-07-16 16:09:16,2023-07-16,16:09:16,16:21:27,3.157,731.0,32.88
2023-07-16 22:13:08,2023-07-16,22:13:08,22:40:16,9.952,1628.0,36.6
2023-07-17 20:02:20,2023-07-17,20:02:20,20:29:20,10.181,1620.0,34.45
2023-07-19 16:15:26,2023-07-19,16:15:26,16:29:35,3.563,849.0,29.06
2023-07-19 17:01:53,2023-07-19,17:01:53,17:24:39,7.047,1366.0,33.53
2023-07-24 20:56:26,2023-07-24,20:56:26,21:22:28,9.622,1562.0,31.31
2023-07-25 20:34:41,2023-07-25,20:34:41,21:01:44,10.43,1623.0,31.65
2023-07-26 20:06:32,2023-07-26,20:06:32,20:36:27,10.405,1795.0,32.19
2023-07-27 19:38:08,2023-07-27,19:38:08,20:06:21,10.344,1693.0,32.2
2023-07-28 20:24:21,2023-07-28,20:24:21,20:52:26,9.897,1685.0,37.07
2023-07-30 19:40:43,2023-07-30,19:40:43,20:10:08,10.663,1765.0,36.67
2023-08-04 18:25:13,2023-08-04,18:25:13,18:46:27,7.57,1274.0,45.71
2023-08-04 18:51:13,2023-08-04,18:51:13,19:03:23,2.98,730.0,25.9
2023-08-04 19:21:56,2023-08-04,19:21:56,19:44:38,7.142,1362.0,33.05
2023-08-06 19:34:38,2023-08-06,19:34:38,20:06:30,12.444,1912.0,43.23
2023-08-08 21:16:45,2023-08-08,21:16:45,21:47:47,11.989,1862.0,42.15
2023-08-09 21:34:37,2023-08-09,21:34:37,22:05:20,12.136,1843.0,47.14
2023-08-10 20:40:48,2023-08-10,20:40:48,21:13:42,11.801,1974.0,41.63
